index,Year,EmployerName,DepartmentOrSubdivision,Position,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages
5653,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,107341.0,,,,,107341.0
5654,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,121866.0,,,,,121866.0
5655,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,125171.0,,,,,125171.0
5656,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,111895.0,,,,,111895.0
5657,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,94537.0,,,,,94537.0
5658,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,77753.0,,,,,77753.0
5659,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,127956.0,,,,,127956.0
5660,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,120436.0,,,,,120436.0
5661,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,136379.0,,,,,136379.0
5662,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,115094.0,,,,,115094.0
5663,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,114085.0,,,,,114085.0
5664,2009,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,116792.0,,,,,116792.0
5665,2009,Santee,Emergency Operations,Fire Captain,73108,94195.0,129970.0,,,,,129970.0
5666,2009,Santee,Emergency Operations,Fire Captain,73108,94195.0,112385.0,,,,,112385.0
5667,2009,Santee,Emergency Operations,Fire Captain,73108,94195.0,120562.0,,,,,120562.0
5668,2009,Santee,Emergency Operations,Fire Captain,73108,94195.0,114865.0,,,,,114865.0
5669,2009,Santee,Emergency Operations,Fire Captain/Paramedic,76398,98434.0,127564.0,,,,,127564.0
5670,2009,Santee,Emergency Operations,Fire Captain/Paramedic,76398,98434.0,118718.0,,,,,118718.0
5671,2009,Santee,Emergency Operations,Fire Captain/Paramedic,76398,98434.0,130428.0,,,,,130428.0
5672,2009,Santee,Emergency Operations,Fire Captain/Paramedic,76398,98434.0,126971.0,,,,,126971.0
5673,2009,Santee,Emergency Operations,Fire Captain/Paramedic,76398,98434.0,119550.0,,,,,119550.0
5674,2009,Santee,Emergency Operations,Fire Captain/Paramedic,76398,98434.0,125774.0,,,,,125774.0
5675,2009,Santee,Emergency Operations,Fire Captain/Paramedic,76398,98434.0,99742.0,,,,,99742.0
5676,2009,Santee,Emergency Operations,Fire Captain/Paramedic,76398,98434.0,140621.0,,,,,140621.0
5677,2009,Santee,Emergency Operations,Fire Engineer,62404,80142.0,111713.0,,,,,111713.0
5678,2009,Santee,Emergency Operations,Fire Engineer,62404,80142.0,107138.0,,,,,107138.0
5679,2009,Santee,Emergency Operations,Fire Engineer,62404,80142.0,91411.0,,,,,91411.0
5680,2009,Santee,Emergency Operations,Fire Engineer,62404,80142.0,108374.0,,,,,108374.0
5681,2009,Santee,Emergency Operations,Fire Engineer,62404,80142.0,109448.0,,,,,109448.0
5682,2009,Santee,Emergency Operations,Fire Engineer,62404,80142.0,112373.0,,,,,112373.0
5683,2009,Santee,Emergency Operations,Fire Engineer,62404,80142.0,76402.0,,,,,76402.0
5684,2009,Santee,Emergency Operations,Fire Engineer/Paramedic,65213,83748.0,108364.0,,,,,108364.0
5685,2009,Santee,Emergency Operations,Fire Engineer/Paramedic,65213,83748.0,111706.0,,,,,111706.0
5686,2009,Santee,Emergency Operations,Fire Engineer/Paramedic,65213,83748.0,119948.0,,,,,119948.0
5687,2009,Santee,Emergency Operations,Fire Engineer/Paramedic,65213,83748.0,113843.0,,,,,113843.0
5688,2009,Santee,Emergency Operations,Fire Engineer/Paramedic,65213,83748.0,92733.0,,,,,92733.0
5689,2009,Santee,Emergency Operations,Firefighter,47657,71082.0,96093.0,,,,,96093.0
5690,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,82012.0,,,,,82012.0
5691,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,6690.0,,,,,6690.0
5692,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,95196.0,,,,,95196.0
5693,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,104140.0,,,,,104140.0
5694,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,107946.0,,,,,107946.0
5695,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,107102.0,,,,,107102.0
5696,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,6690.0,,,,,6690.0
5697,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,99317.0,,,,,99317.0
5698,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,96457.0,,,,,96457.0
5699,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,92090.0,,,,,92090.0
5700,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,6690.0,,,,,6690.0
5701,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,102710.0,,,,,102710.0
5702,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,98754.0,,,,,98754.0
5703,2009,Santee,Emergency Operations,Firefighter Paramedic,56166,80142.0,107389.0,,,,,107389.0
5728,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,28284.0,,,
5729,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,44878.0,,,
5730,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,82100.0,,,
5731,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,85689.0,,,
5732,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,85105.0,,,
5733,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,94257.0,,,
5734,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,86417.0,,,
5735,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,86637.0,,,
5736,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,86452.0,,,
5737,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,67132.0,,,
5738,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,95957.0,,,
5739,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,73694.0,,,
5740,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,98658.0,,,
5741,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,86545.0,,,
5742,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,68601.0,,,
5743,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,73695.0,,,
5744,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,5730.0,,,
5745,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,77094.0,,,
5746,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,81790.0,,,
5747,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,67473.0,,,
5748,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,92125.0,,,
5749,2009,Vista,Emergency Medical Services,Fire Fighter/Paramedic A,,,50064.0,73980.0,70236.0,,,
6058,2010,Chula Vista,American Recovery & Reinvest. Act,Deputy City Attorney II,91830,111620.0,66688.0,,,,,66688.0
6059,2010,Chula Vista,American Recovery & Reinvest. Act,Police Agent,69075,85649.0,95997.0,,,,,95997.0
6060,2010,Chula Vista,American Recovery & Reinvest. Act,Police Agent,69075,85649.0,108008.0,,,,,108008.0
6061,2010,Chula Vista,American Recovery & Reinvest. Act,Police Comm Relations Spec,43512,52889.0,50693.0,,,,,50693.0
6062,2010,Chula Vista,Central Garage Fund,Fire Apparatus Mech,56075,68159.0,68996.0,,,,,68996.0
6063,2010,Chula Vista,Central Garage Fund,Fire Apparatus Mech,56075,68159.0,68954.0,,,,,68954.0
6343,2010,Chula Vista,Supp Law Enforcement Serv Fund,Police Training & Dev Supv,64057,79706.0,85433.0,,,,,85433.0
6673,2010,El Cajon,Redevelopment & Housing,Building Official/Fire Marshall,92705,112964.0,119083.0,,,,,119083.0
7037,2010,Imperial Beach,Parks & Recreation,Ps Director/Fire Chief,69686,125435.0,108389.0,,,,,108389.0
7038,2010,Imperial Beach,Public Safety,Fire Captain,59573,76032.0,87959.0,,,,,87959.0
7039,2010,Imperial Beach,Public Safety,Fire Captain,59573,76032.0,95804.0,,,,,95804.0
7040,2010,Imperial Beach,Public Safety,Fire Captain,59573,76032.0,99300.0,,,,,99300.0
7041,2010,Imperial Beach,Public Safety,Fire Engineer,50336,64244.0,23087.0,,,,,23087.0
7042,2010,Imperial Beach,Public Safety,Fire Engineer Paramedic,54113,69060.0,91602.0,,,,,91602.0
7043,2010,Imperial Beach,Public Safety,Fire Engineer Paramedic,54113,69060.0,80868.0,,,,,80868.0
7044,2010,Imperial Beach,Public Safety,Fire Engineer Paramedic,54113,69060.0,94992.0,,,,,94992.0
7045,2010,Imperial Beach,Public Safety,Fire/Safety Inspector 11,62589,79880.0,2266.0,,,,,2266.0
7046,2010,Imperial Beach,Public Safety,Fire/Safety Inspector 11,62589,79880.0,30243.0,,,,,30243.0
7047,2010,Imperial Beach,Public Safety,Firefighter/Paramedic,50342,64250.0,69888.0,,,,,69888.0
7048,2010,Imperial Beach,Public Safety,Firefighter/Paramedic,50342,64250.0,70203.0,,,,,70203.0
7049,2010,Imperial Beach,Public Safety,Firefighter/Paramedic,50342,64250.0,78689.0,,,,,78689.0
7050,2010,Imperial Beach,Public Safety,Firefighter/Paramedic,50342,64250.0,65690.0,,,,,65690.0
7051,2010,Imperial Beach,Public Safety,Ps Director/Fire Chief,0,54751.0,54751.0,,,,,54751.0
7052,2010,Imperial Beach,Public Safety,Residential Fire/Safety Insp,35393,45165.0,21675.0,,,,,21675.0
7198,2010,Lemon Grove,City Manager's Office,City Attorney,,,33077.0,,,,,33077.0
7742,2010,Poway,Safety Services Department,Fire Captain,71009,86311.0,104854.0,,,,,104854.0
7743,2010,Poway,Safety Services Department,Fire Captain,71009,86311.0,94632.0,,,,,94632.0
7744,2010,Poway,Safety Services Department,Fire Captain,71009,86311.0,109774.0,,,,,109774.0
7745,2010,Poway,Safety Services Department,Fire Captain/Paramedic,74573,90644.0,100877.0,,,,,100877.0
7746,2010,Poway,Safety Services Department,Fire Captain/Paramedic,74573,90644.0,106670.0,,,,,106670.0
7747,2010,Poway,Safety Services Department,Fire Captain/Paramedic,74573,90644.0,112161.0,,,,,112161.0
7748,2010,Poway,Safety Services Department,Fire Captain/Paramedic,74573,90644.0,106390.0,,,,,106390.0
7749,2010,Poway,Safety Services Department,Fire Captain/Paramedic,74573,90644.0,100781.0,,,,,100781.0
7750,2010,Poway,Safety Services Department,Fire Captain/Paramedic,74573,90644.0,107942.0,,,,,107942.0
7751,2010,Poway,Safety Services Department,Fire Captain/Paramedic,74573,90644.0,105196.0,,,,,105196.0
7752,2010,Poway,Safety Services Department,Fire Captain/Paramedic,74573,90644.0,112879.0,,,,,112879.0
7753,2010,Poway,Safety Services Department,Fire Captain/Paramedic,74573,90644.0,114875.0,,,,,114875.0
7754,2010,Poway,Safety Services Department,Fire Division Chief,100815,122556.0,119935.0,,,,,119935.0
7755,2010,Poway,Safety Services Department,Fire Division Chief,100815,122556.0,115808.0,,,,,115808.0
7756,2010,Poway,Safety Services Department,Fire Division Chief,100815,122556.0,115808.0,,,,,115808.0
7757,2010,Poway,Safety Services Department,Fire Division Chief,100815,122556.0,126057.0,,,,,126057.0
7758,2010,Poway,Safety Services Department,Fire Engineer,60875,73993.0,93301.0,,,,,93301.0
7759,2010,Poway,Safety Services Department,Fire Engineer,60875,73993.0,92160.0,,,,,92160.0
7760,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,94220.0,,,,,94220.0
7761,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,109153.0,,,,,109153.0
7762,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,91819.0,,,,,91819.0
7763,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,87146.0,,,,,87146.0
7764,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,83917.0,,,,,83917.0
7765,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,92724.0,,,,,92724.0
7766,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,84107.0,,,,,84107.0
7767,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,90361.0,,,,,90361.0
7768,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,104689.0,,,,,104689.0
7769,2010,Poway,Safety Services Department,Fire Engineer/Paramedic,63918,77692.0,101063.0,,,,,101063.0
7770,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,85992.0,,,,,85992.0
7771,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,91371.0,,,,,91371.0
7772,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,96228.0,,,,,96228.0
7773,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,88872.0,,,,,88872.0
7774,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,89761.0,,,,,89761.0
7775,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,92285.0,,,,,92285.0
7776,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,66202.0,,,,,66202.0
7777,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,95011.0,,,,,95011.0
7778,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,75943.0,,,,,75943.0
7779,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,77996.0,,,,,77996.0
7780,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,99120.0,,,,,99120.0
7781,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,53364.0,,,,,53364.0
7782,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,96424.0,,,,,96424.0
7783,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,82688.0,,,,,82688.0
7784,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,89304.0,,,,,89304.0
7785,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,86389.0,,,,,86389.0
7786,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,83290.0,,,,,83290.0
7787,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,90531.0,,,,,90531.0
7788,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,90355.0,,,,,90355.0
7789,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,85890.0,,,,,85890.0
7790,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,93777.0,,,,,93777.0
7791,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,87127.0,,,,,87127.0
7792,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,105378.0,,,,,105378.0
7793,2010,Poway,Safety Services Department,Firefighter/Paramedic,60100,73050.0,81975.0,,,,,81975.0
7794,2010,Poway,Safety Services Department,Senior Fire Safety Inspector,62912,76470.0,70019.0,,,,,70019.0
7990,2010,San Diego,Development Services,Senior Engineer-Fire Protection,76794,92851.0,8145.0,,,,,8145.0
7991,2010,San Diego,Emergency Medical Services,Fire Battalion Chief,82722,100110.0,190708.0,,,,,190708.0
7992,2010,San Diego,Emergency Medical Services,Fire Fighter II,52520,63378.0,56345.0,,,,,56345.0
7993,2010,San Diego,Emergency Medical Services,Fire Fighter II,52520,63378.0,120948.0,,,,,120948.0
7994,2010,San Diego,Ethics Commission,Senior City Attorney Investigator,63794,77314.0,75389.0,,,,,75389.0
11005,2010,San Diego,Retirement,Deputy City Attorney - Unrepresented,17805,204214.0,147404.0,,,,,147404.0
11006,2010,San Diego,Water,Police Property And Evidence Clerk,34611,41517.0,37752.0,,,,,37752.0
11074,2010,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,98791.0,,,,,98791.0
11075,2010,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,96765.0,,,,,96765.0
11076,2010,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,76818.0,,,,,76818.0
11077,2010,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,108427.0,,,,,108427.0
11078,2010,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,96546.0,,,,,96546.0
11079,2010,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,91287.0,,,,,91287.0
11080,2010,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,102714.0,,,,,102714.0
11081,2010,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,110183.0,,,,,110183.0
11082,2010,Santee,Emergency Medical Services,Firefighter Paramedic,56166,80142.0,102066.0,,,,,102066.0
